date,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,year,month,day,objectid,expected_tanker_capacity,tanker_capacity_loss,tanker_capacity_shortfall_fraction,severe_flow_shortfall,flow_episode_id,episode_onset,target_flow_episode_onset_next_1d,target_flow_episode_onset_next_3d,target_flow_episode_onset_next_7d,episode_tanker_capacity_loss
2019-01-01,chokepoint6,Strait of Hormuz,6,9,1,3,33,19,52,129147,272678,0,2898,2390755,404724,2795480,2019,1,1,14433,1719314.4561033829,0.0,0.0,0,0,0,0.0,0.0,0.0,
2019-01-02,chokepoint6,Strait of Hormuz,13,9,0,2,37,24,61,547743,419636,0,2013,1022523,969394,1991917,2019,1,2,14434,1826548.0,804025.0,0.4401882677049823,1,0,0,0.0,0.0,0.0,
2019-01-03,chokepoint6,Strait of Hormuz,10,9,3,0,49,22,71,428426,330114,3891,0,2841667,762432,3604099,2019,1,3,14435,1897125.3475262388,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-01-04,chokepoint6,Strait of Hormuz,10,11,2,1,35,24,59,448045,279996,22708,8512,1207506,759264,1966770,2019,1,4,14436,1896965.0783293045,689459.0783293045,0.36345375368561084,1,0,0,0.0,0.0,1.0,
2019-01-05,chokepoint6,Strait of Hormuz,10,13,3,1,34,27,61,359502,659561,2521,0,1830227,1021585,2851813,2019,1,5,14437,1927476.3740089703,97249.37400897034,0.050454249567117,0,0,0,0.0,0.0,1.0,
2019-01-06,chokepoint6,Strait of Hormuz,6,12,0,2,36,20,56,78135,352530,0,7826,2219169,438493,2657662,2019,1,6,14438,1802039.6741673504,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-01-07,chokepoint6,Strait of Hormuz,8,7,4,1,52,20,72,290939,226869,14350,2281,1940965,534441,2475406,2019,1,7,14439,1844350.751483137,0.0,0.0,0,0,0,0.0,1.0,1.0,
2019-01-08,chokepoint6,Strait of Hormuz,7,10,6,1,31,24,55,305673,382677,50264,0,515105,738615,1253720,2019,1,8,14440,1744767.6670685906,1229662.6670685906,0.7047715809260523,1,0,0,0.0,1.0,1.0,
2019-01-09,chokepoint6,Strait of Hormuz,5,7,4,1,21,17,38,182230,281960,9307,0,1805444,473499,2278943,2019,1,9,14441,1835785.0,30341.0,0.016527534542443694,0,0,0,1.0,1.0,1.0,
2019-01-10,chokepoint6,Strait of Hormuz,8,8,5,2,35,23,58,279030,189300,25189,12097,789993,505618,1295612,2019,1,10,14442,1897125.3475262388,1107132.3475262388,0.5835841838125703,1,1,1,0.0,0.0,0.0,4697968.326882237
2019-01-11,chokepoint6,Strait of Hormuz,8,8,3,1,40,20,60,315331,220227,4757,6926,1008345,547242,1555588,2019,1,11,14443,1929464.183167649,921119.183167649,0.4773963627847317,1,1,0,0.0,0.0,0.0,4697968.326882237
2019-01-12,chokepoint6,Strait of Hormuz,7,9,4,0,35,20,55,181450,214084,28206,0,481324,423741,905066,2019,1,12,14444,1956885.3806388269,1475561.3806388269,0.7540356707847287,1,1,0,0.0,0.0,0.0,4697968.326882237
2019-01-13,chokepoint6,Strait of Hormuz,6,11,2,1,24,20,44,338527,350088,5407,0,1557452,694023,2251475,2019,1,13,14445,1887599.4657986003,330147.46579860034,0.17490334776023178,0,1,0,0.0,0.0,0.0,4697968.326882237
2019-01-14,chokepoint6,Strait of Hormuz,4,4,3,4,35,15,50,233937,71235,15603,0,2088547,320776,2409324,2019,1,14,14446,1934284.6408113595,0.0,0.0,0,1,0,0.0,0.0,0.0,4697968.326882237
2019-01-15,chokepoint6,Strait of Hormuz,10,7,2,4,26,23,49,461651,113578,23098,13915,972941,612244,1585185,2019,1,15,14447,1836948.9497509215,864007.9497509215,0.470349461735491,1,1,0,0.0,0.0,0.0,4697968.326882237
2019-01-16,chokepoint6,Strait of Hormuz,6,17,5,1,28,29,57,257160,510438,17972,0,1922947,785571,2708518,2019,1,16,14448,1935599.0,12652.0,0.006536477855175581,0,0,0,0.0,0.0,0.0,
2019-01-17,chokepoint6,Strait of Hormuz,9,10,3,0,31,22,53,291415,455594,6993,0,1607029,754003,2361033,2019,1,17,14449,1987199.7514139935,380170.75141399354,0.19130978209084554,0,0,0,0.0,0.0,0.0,
2019-01-18,chokepoint6,Strait of Hormuz,8,5,1,0,32,14,46,329701,165136,4546,0,2116818,499384,2616203,2019,1,18,14450,1990700.3520396187,0.0,0.0,0,0,0,0.0,0.0,0.0,
2019-01-19,chokepoint6,Strait of Hormuz,8,9,4,2,38,23,61,296004,149061,15137,0,1395862,460203,1856065,2019,1,19,14451,2029310.7029282772,633448.7029282772,0.3121496880759641,1,0,0,0.0,0.0,0.0,
2019-01-20,chokepoint6,Strait of Hormuz,11,9,4,2,40,26,66,379462,443271,35572,3476,1387500,861782,2249283,2019,1,20,14452,1900018.8972448567,512518.8972448567,0.2697441051707645,0,0,0,0.0,0.0,0.0,
2019-01-21,chokepoint6,Strait of Hormuz,4,9,6,2,36,21,57,224519,288606,59561,8883,312553,581569,894123,2019,1,21,14453,1934284.6408113595,1621731.6408113595,0.8384141643864288,1,0,0,0.0,0.0,0.0,
2019-01-22,chokepoint6,Strait of Hormuz,8,8,1,3,39,20,59,267049,378121,3283,6352,2228951,654807,2883759,2019,1,22,14454,1854162.96554577,0.0,0.0,0,0,0,0.0,0.0,0.0,
2019-01-23,chokepoint6,Strait of Hormuz,5,10,1,1,42,17,59,265863,75644,1599,0,2096046,343107,2439153,2019,1,23,14455,1942712.0,0.0,0.0,0,0,0,0.0,0.0,0.0,
2019-01-24,chokepoint6,Strait of Hormuz,5,5,0,0,32,10,42,111583,221396,0,0,1942712,332980,2275692,2019,1,24,14456,2016073.329861297,73361.32986129704,0.03638822495923012,0,0,0,0.0,0.0,0.0,
2019-01-25,chokepoint6,Strait of Hormuz,8,8,3,0,27,19,46,270518,253029,31811,0,1444862,555359,2000221,2019,1,25,14457,2075477.7448794777,630615.7448794777,0.30384124639992094,1,0,0,0.0,0.0,0.0,
2019-01-26,chokepoint6,Strait of Hormuz,9,10,3,0,38,22,60,394179,337253,9592,0,1796329,741026,2537356,2019,1,26,14458,2104974.060792397,308645.0607923968,0.14662653879744741,0,0,0,0.0,0.0,0.0,
2019-01-27,chokepoint6,Strait of Hormuz,10,9,2,0,40,21,61,327753,471112,32752,0,2352926,831618,3184544,2019,1,27,14459,1973135.6985968826,0.0,0.0,0,0,0,0.0,0.0,0.0,
2019-01-28,chokepoint6,Strait of Hormuz,10,11,4,3,33,28,61,278162,369533,23678,9034,846159,680408,1526568,2019,1,28,14460,2014365.225525145,1168206.225525145,0.5799376452304441,1,0,0,0.0,0.0,1.0,
2019-01-29,chokepoint6,Strait of Hormuz,7,3,3,0,33,13,46,354674,267738,11055,0,2288161,633467,2921629,2019,1,29,14461,1930169.992442062,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-01-30,chokepoint6,Strait of Hormuz,6,12,2,2,38,22,60,126467,329378,3908,4234,1181678,463988,1645666,2019,1,30,14462,2015734.0,834056.0,0.41377284899694106,1,0,0,0.0,0.0,1.0,
2019-01-31,chokepoint6,Strait of Hormuz,6,9,6,1,28,22,50,293004,368901,20187,2013,1522445,684108,2206553,2019,1,31,14463,2098717.4893311523,576272.4893311523,0.27458316436616087,0,0,0,0.0,0.0,1.0,
2019-02-01,chokepoint6,Strait of Hormuz,7,8,2,0,34,17,51,282202,158790,13991,0,1249494,454983,1704478,2019,2,1,14464,2108622.8358108723,859128.8358108723,0.40743599150129367,1,0,0,0.0,1.0,1.0,
2019-02-02,chokepoint6,Strait of Hormuz,10,3,3,1,32,17,49,357447,126345,15330,2013,2139350,501137,2640488,2019,2,2,14465,2138590.203786617,0.0,0.0,0,0,0,0.0,1.0,1.0,
2019-02-03,chokepoint6,Strait of Hormuz,4,8,4,2,39,18,57,161296,205446,46477,0,1686854,413220,2100075,2019,2,3,14466,1993527.8317666997,306673.8317666997,0.1538347380356962,0,0,0,1.0,1.0,1.0,
2019-02-04,chokepoint6,Strait of Hormuz,7,11,2,1,36,21,57,336169,321886,8381,0,1010318,666437,1676755,2019,2,4,14467,2056101.8652028295,1045783.8652028295,0.5086245399128926,1,2,1,0.0,0.0,0.0,16969070.506437175
2019-02-05,chokepoint6,Strait of Hormuz,9,16,1,3,30,29,59,384026,251039,0,7281,840247,642347,1482594,2019,2,5,14468,1955489.1941191142,1115242.1941191142,0.5703136573053248,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-06,chokepoint6,Strait of Hormuz,7,11,3,0,29,21,50,249135,373934,17196,0,846722,640266,1486989,2019,2,6,14469,2036856.0,1190134.0,0.5842995282926235,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-07,chokepoint6,Strait of Hormuz,7,12,1,5,35,25,60,203105,379087,4180,4219,1604455,590593,2195049,2019,2,7,14470,2126247.629983843,521792.62998384284,0.24540539052255542,0,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-08,chokepoint6,Strait of Hormuz,9,9,2,1,35,21,56,302333,278857,3152,0,1138264,584343,1722607,2019,2,8,14471,2212083.0988771385,1073819.0988771385,0.48543343576116693,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-09,chokepoint6,Strait of Hormuz,6,7,3,0,40,16,56,217217,245527,29744,0,1597088,492489,2089577,2019,2,9,14472,2243520.8254782003,646432.8254782003,0.28813319588438185,0,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-10,chokepoint6,Strait of Hormuz,4,10,6,0,39,20,59,176780,440699,57873,0,1584091,675353,2259444,2019,2,10,14473,2097516.520487107,513425.52048710687,0.2447778196130126,0,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-11,chokepoint6,Strait of Hormuz,7,6,1,2,26,16,42,393358,331067,0,0,1160991,724425,1885416,2019,2,11,14474,2090702.353942208,929711.353942208,0.44468852880428117,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-12,chokepoint6,Strait of Hormuz,10,10,2,2,30,24,54,326544,465292,7862,8901,418259,808600,1226860,2019,2,12,14475,1969187.6045459667,1550928.6045459667,0.7875981958070281,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-13,chokepoint6,Strait of Hormuz,3,12,1,1,27,17,44,158819,428082,10900,0,909455,597801,1507256,2019,2,13,14476,2036856.0,1127401.0,0.5535005911070787,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-14,chokepoint6,Strait of Hormuz,8,8,5,2,39,23,62,425231,263745,3257,341,971138,692575,1663714,2019,2,14,14477,2098717.4893311523,1127579.4893311523,0.537270735610301,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-15,chokepoint6,Strait of Hormuz,8,13,5,1,36,27,63,238164,305141,17129,0,1826351,560435,2386786,2019,2,15,14478,2129993.1738218283,303642.1738218283,0.14255546804265376,0,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-16,chokepoint6,Strait of Hormuz,10,12,2,0,40,24,64,479288,288881,6856,0,1490346,775026,2265373,2019,2,16,14479,2169750.521486042,679404.5214860421,0.3131256403711908,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-17,chokepoint6,Strait of Hormuz,6,14,1,2,42,23,65,356958,549523,1719,2797,1925960,910999,2836960,2019,2,17,14480,2028547.0553554753,102587.05535547528,0.050571691243069684,0,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-18,chokepoint6,Strait of Hormuz,9,14,4,1,43,28,71,270632,286971,14049,3877,1368765,575530,1944296,2019,2,18,14481,2056101.8652028295,687336.8652028295,0.3342912512435396,1,2,0,0.0,0.0,0.0,16969070.506437175
2019-02-19,chokepoint6,Strait of Hormuz,11,12,6,4,32,33,65,466254,482786,55533,13259,788852,1017833,1806686,2019,2,19,14482,1905546.4985588386,1116694.4985588386,0.5860232218963918,1,2,0,0.0,0.0,1.0,16969070.506437175
2019-02-20,chokepoint6,Strait of Hormuz,8,10,5,0,39,23,62,197910,252221,16227,0,760090,466359,1226449,2019,2,20,14483,2004839.0,1244749.0,0.6208722994714289,1,2,0,0.0,0.0,1.0,16969070.506437175
2019-02-21,chokepoint6,Strait of Hormuz,6,16,1,3,42,26,68,192782,360272,2720,6324,711691,562100,1273792,2019,2,21,14484,2071828.065165124,1360137.065165124,0.6564912832459008,1,2,0,0.0,0.0,1.0,16969070.506437175
2019-02-22,chokepoint6,Strait of Hormuz,14,15,0,3,44,32,76,267815,521817,0,3736,1443209,793370,2236580,2019,2,22,14485,2075477.7448794777,632268.7448794777,0.3046376895340756,1,2,0,0.0,0.0,1.0,16969070.506437175
2019-02-23,chokepoint6,Strait of Hormuz,11,10,6,1,45,28,73,506468,439172,4919,5803,2383118,956364,3339482,2019,2,23,14486,2104974.060792397,0.0,0.0,0,0,0,0.0,1.0,1.0,
2019-02-24,chokepoint6,Strait of Hormuz,11,14,3,3,41,31,72,526274,304306,35951,10575,1466085,877107,2343192,2019,2,24,14487,1968096.0715778281,502011.07157782814,0.25507447468017375,0,0,0,0.0,1.0,1.0,
2019-02-25,chokepoint6,Strait of Hormuz,11,15,2,1,36,29,65,449924,356062,5759,3525,1548761,815272,2364034,2019,2,25,14488,2003589.5476694172,454828.5476694172,0.22700684788382705,0,0,0,1.0,1.0,1.0,
2019-02-26,chokepoint6,Strait of Hormuz,12,9,3,1,27,25,52,453473,370656,18801,3679,578299,846611,1424911,2019,2,26,14489,1964076.2431863877,1385777.2431863877,0.7055618375273427,1,3,1,0.0,0.0,0.0,25399007.35591492
2019-02-27,chokepoint6,Strait of Hormuz,2,19,1,1,30,23,53,102919,722603,712,0,910995,826235,1737230,2019,2,27,14490,2066534.0,1155539.0,0.5591676691503745,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-02-28,chokepoint6,Strait of Hormuz,6,12,1,4,33,23,56,306150,225223,5265,6910,1417121,543549,1960670,2019,2,28,14491,2148290.343952382,731169.343952382,0.3403494066855,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-01,chokepoint6,Strait of Hormuz,6,6,3,3,40,18,58,322290,186899,12210,0,2161005,521400,2682406,2019,3,1,14492,2165837.1201131297,4832.1201131297275,0.002231063484994351,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-02,chokepoint6,Strait of Hormuz,12,12,2,1,34,27,61,319765,471151,8047,0,1013580,798964,1812544,2019,3,2,14493,2196617.6071929825,1183037.6071929825,0.538572395722879,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-03,chokepoint6,Strait of Hormuz,6,11,1,3,45,21,66,305706,381433,4406,3496,1059240,695043,1754283,2019,3,3,14494,2053665.6793894814,994425.6793894814,0.4842198461850454,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-04,chokepoint6,Strait of Hormuz,6,11,3,1,35,21,56,299177,250239,25586,2901,631764,577905,1209669,2019,3,4,14495,2090702.353942208,1458938.353942208,0.6978221224036257,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-05,chokepoint6,Strait of Hormuz,11,12,3,2,40,28,68,452875,421074,7334,0,1720874,881285,2602160,2019,3,5,14496,1988396.552935415,267522.55293541495,0.13454185109126185,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-06,chokepoint6,Strait of Hormuz,10,11,6,1,52,28,80,377475,601666,13653,0,1360314,992794,2353109,2019,3,6,14497,2092123.0,731809.0,0.3497925313186653,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-07,chokepoint6,Strait of Hormuz,6,9,3,1,39,19,58,182703,213955,16790,0,1370719,413449,1784169,2019,3,7,14498,2146458.101483267,775739.1014832668,0.36140425985823244,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-08,chokepoint6,Strait of Hormuz,4,15,3,1,42,23,65,167123,571517,8721,3732,1740780,751094,2491874,2019,3,8,14499,2152074.7176756137,411294.7176756137,0.19111544515510123,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-09,chokepoint6,Strait of Hormuz,14,9,2,1,48,26,74,795279,283269,18199,0,2352261,1096748,3449010,2019,3,9,14500,2217853.8288315213,0.0,0.0,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-10,chokepoint6,Strait of Hormuz,6,5,1,2,32,14,46,420771,131557,1501,7573,698929,561403,1260333,2019,3,10,14501,2053665.6793894814,1354736.6793894814,0.6596675851311011,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-11,chokepoint6,Strait of Hormuz,6,9,1,1,23,17,40,201018,166708,31146,4322,509330,403195,912526,2019,3,11,14502,2075645.5851160695,1566315.5851160695,0.7546161041883659,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-12,chokepoint6,Strait of Hormuz,8,5,0,1,33,14,47,320647,168952,0,3182,2969275,492781,3462056,2019,3,12,14503,1964076.2431863877,0.0,0.0,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-13,chokepoint6,Strait of Hormuz,10,16,4,1,39,31,70,230981,501198,13928,0,1964304,746107,2710412,2019,3,13,14504,2066534.0,102230.0,0.04946930464245931,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-14,chokepoint6,Strait of Hormuz,9,12,3,3,35,27,62,346203,338771,7098,3242,1142726,695315,1838041,2019,3,14,14505,2135584.522656405,992858.5226564049,0.4649118366064064,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-15,chokepoint6,Strait of Hormuz,5,8,3,2,33,18,51,217460,294612,4018,0,2217509,516091,2733601,2019,3,15,14506,2150239.247574687,0.0,0.0,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-16,chokepoint6,Strait of Hormuz,9,11,1,1,29,22,51,356008,256731,19909,0,1322216,632649,1954865,2019,3,16,14507,2197753.649505496,875537.649505496,0.3983784304953814,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-17,chokepoint6,Strait of Hormuz,9,12,3,2,42,26,68,519621,422671,12120,7573,886031,961986,1848017,2019,3,17,14508,2054727.7901091187,1168696.7901091187,0.568784242727867,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-18,chokepoint6,Strait of Hormuz,10,5,0,1,52,16,68,290086,213872,0,2884,1295476,506842,1802319,2019,3,18,14509,2135238.0916143185,839762.0916143185,0.3932873317089559,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-19,chokepoint6,Strait of Hormuz,13,12,4,2,39,31,70,512261,343939,13832,0,1278044,870034,2148078,2019,3,19,14510,2030752.9921974086,752708.9921974086,0.37065511910580906,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-20,chokepoint6,Strait of Hormuz,6,10,3,2,40,21,61,180764,209356,550,4602,1126521,395274,1521795,2019,3,20,14511,2176373.0,1049852.0,0.4823860615804368,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-21,chokepoint6,Strait of Hormuz,5,12,4,1,42,22,64,212669,315322,83312,3267,1583323,614571,2197895,2019,3,21,14512,2208083.6599495537,624760.6599495537,0.28294247690045726,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-22,chokepoint6,Strait of Hormuz,7,10,1,1,29,19,48,255925,413559,152,0,1368091,669637,2037729,2019,3,22,14513,2279284.2867685882,911193.2867685882,0.399771670457315,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-23,chokepoint6,Strait of Hormuz,12,12,1,2,31,27,58,509366,381504,4118,0,2250838,894988,3145827,2019,3,23,14514,2363259.8952064663,112421.89520646632,0.04757068633648716,0,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-24,chokepoint6,Strait of Hormuz,8,10,5,1,31,24,55,240386,141644,19634,3332,641687,404998,1046686,2019,3,24,14515,2209463.1866604695,1567776.1866604695,0.7095733461982281,1,3,0,0.0,0.0,0.0,25399007.35591492
2019-03-25,chokepoint6,Strait of Hormuz,10,8,4,0,25,22,47,566170,365245,33811,0,581800,965227,1547027,2019,3,25,14516,2252509.4049823526,1670709.4049823526,0.741710290437363,1,3,0,0.0,0.0,1.0,25399007.35591492
2019-03-26,chokepoint6,Strait of Hormuz,9,12,1,2,33,24,57,378306,371319,0,0,949423,749625,1699049,2019,3,26,14517,2153938.891888328,1204515.891888328,0.559215443123526,1,3,0,0.0,0.0,1.0,25399007.35591492
2019-03-27,chokepoint6,Strait of Hormuz,9,6,4,4,38,23,61,376295,112006,17249,9022,761454,514574,1276028,2019,3,27,14518,2266301.0,1504847.0,0.664010208705728,1,3,0,0.0,0.0,1.0,25399007.35591492
2019-03-28,chokepoint6,Strait of Hormuz,8,14,1,0,45,23,68,200484,443399,18274,0,2942718,662159,3604877,2019,3,28,14519,2347973.7706752564,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-03-29,chokepoint6,Strait of Hormuz,13,20,7,2,45,42,87,646114,479030,24634,0,2632187,1149779,3781967,2019,3,29,14520,2372264.874802887,0.0,0.0,0,0,0,0.0,1.0,1.0,
2019-03-30,chokepoint6,Strait of Hormuz,15,11,4,0,57,30,87,562392,433985,41351,0,3111288,1037729,4149017,2019,3,30,14521,2409749.434498033,0.0,0.0,0,0,0,0.0,1.0,1.0,
2019-03-31,chokepoint6,Strait of Hormuz,8,7,4,2,39,21,60,277885,273846,25146,0,2266301,576878,2843179,2019,3,31,14522,2249402.2798673795,0.0,0.0,0,0,0,1.0,1.0,1.0,
2019-04-01,chokepoint6,Strait of Hormuz,13,12,1,1,43,27,70,596990,372518,17458,0,1071342,986967,2058310,2019,4,1,14523,2289968.9509734455,1218626.9509734455,0.5321587222636438,1,4,1,0.0,0.0,0.0,15613702.45248417
2019-04-02,chokepoint6,Strait of Hormuz,6,10,3,2,25,21,46,206273,203094,27050,4157,1162177,440576,1602753,2019,4,2,14524,2205358.5408797646,1043181.5408797646,0.47302128952855765,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-03,chokepoint6,Strait of Hormuz,9,12,2,3,32,26,58,273931,258777,4000,2043,1699083,538753,2237837,2019,4,3,14525,2409198.0,710115.0,0.2947516144376676,0,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-04,chokepoint6,Strait of Hormuz,4,10,1,3,35,18,53,130659,325616,20862,8236,624019,485375,1109395,2019,4,4,14526,2511907.284269784,1887888.284269784,0.7515756238664663,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-05,chokepoint6,Strait of Hormuz,9,16,2,1,41,28,69,220592,547303,8578,0,1982435,776474,2758910,2019,4,5,14527,2554772.5098355617,572337.5098355617,0.2240267998939758,0,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-06,chokepoint6,Strait of Hormuz,10,11,1,2,46,24,70,455910,315235,4406,7746,1462514,783299,2245813,2019,4,6,14528,2595775.8381987866,1133261.8381987866,0.4365792382847507,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-07,chokepoint6,Strait of Hormuz,9,8,2,1,41,20,61,372088,400295,12971,5159,1767947,790513,2558461,2019,4,7,14529,2456397.0576498234,688450.0576498234,0.28026823086512864,0,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-08,chokepoint6,Strait of Hormuz,13,10,5,1,41,29,70,461800,170753,57181,5449,968474,695183,1663658,2019,4,8,14530,2506639.721753673,1538165.7217536732,0.6136365383524502,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-09,chokepoint6,Strait of Hormuz,6,8,3,4,51,21,72,292343,151938,10263,4340,2272056,458886,2730943,2019,4,9,14531,2378328.415910236,106272.41591023607,0.044683658993143464,0,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-10,chokepoint6,Strait of Hormuz,8,12,3,0,29,23,52,279306,500245,33111,0,1125214,812662,1937877,2019,4,10,14532,2515871.0,1390657.0,0.5527536984209445,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-11,chokepoint6,Strait of Hormuz,9,7,3,0,42,19,61,329582,172551,35170,0,2288556,537304,2825861,2019,4,11,14533,2599935.529054974,311379.5290549742,0.11976432706704639,0,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-12,chokepoint6,Strait of Hormuz,7,13,4,1,37,25,62,237699,473462,27634,3136,1506460,741932,2248393,2019,4,12,14534,2609218.578091639,1102758.578091639,0.42263940144799506,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-13,chokepoint6,Strait of Hormuz,12,7,3,3,41,25,66,485210,123032,9775,8171,1172514,626190,1798705,2019,4,13,14535,2648161.878069906,1475647.878069906,0.5572347711407362,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-14,chokepoint6,Strait of Hormuz,7,12,1,1,28,21,49,240313,284939,8443,0,1015514,533696,1549211,2019,4,14,14536,2481358.622797377,1465844.622797377,0.5907427525106576,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-15,chokepoint6,Strait of Hormuz,7,21,4,3,40,35,75,237545,865732,19259,8171,1549587,1130709,2680297,2019,4,15,14537,2518702.5249991976,969115.5249991976,0.38476775855040934,1,4,0,0.0,0.0,0.0,15613702.45248417
2019-04-16,chokepoint6,Strait of Hormuz,14,11,5,2,38,32,70,546934,424960,6765,9542,1716065,988203,2704268,2019,4,16,14538,2392823.278702155,676758.2787021552,0.2828283579175235,0,0,0,0.0,0.0,0.0,
2019-04-17,chokepoint6,Strait of Hormuz,9,15,4,2,39,30,69,256042,698644,24390,7538,3170336,986616,4156952,2019,4,17,14539,2520414.0,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-04-18,chokepoint6,Strait of Hormuz,9,21,3,1,47,34,81,271415,587779,5071,0,2637718,864266,3501985,2019,4,18,14540,2612288.956283287,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-04-19,chokepoint6,Strait of Hormuz,11,14,2,1,57,28,85,516566,347805,9368,0,2971950,873740,3845691,2019,4,19,14541,2611054.048192566,0.0,0.0,0,0,0,0.0,0.0,1.0,
2019-04-20,chokepoint6,Strait of Hormuz,12,15,3,2,48,32,80,430573,510122,9932,3179,2275844,953807,3229651,2019,4,20,14542,2648161.878069906,372317.87806990603,0.14059483340243054,0,0,0,0.0,0.0,1.0,
2019-04-21,chokepoint6,Strait of Hormuz,12,16,4,3,41,35,76,405620,366627,16689,4429,1700031,793367,2493399,2019,4,21,14543,2520739.175339339,820708.1753393388,0.3255823463880812,1,0,0,0.0,1.0,1.0,
2019-04-22,chokepoint6,Strait of Hormuz,19,19,0,2,46,40,86,796079,889283,0,0,3027693,1685362,4713055,2019,4,22,14544,2564603.3350955797,0.0,0.0,0,0,0,0.0,1.0,1.0,
2019-04-23,chokepoint6,Strait of Hormuz,7,17,1,2,40,27,67,104028,605119,31697,8309,2227717,749154,2976871,2019,4,23,14545,2439107.8058219287,211390.80582192866,0.08666726633294274,0,0,0,1.0,1.0,1.0,
2019-04-24,chokepoint6,Strait of Hormuz,14,7,3,1,34,25,59,486494,265324,8843,0,1116454,760662,1877117,2019,4,24,14546,2566346.0,1449892.0,0.5649635707733875,1,5,1,0.0,0.0,0.0,4142470.654464022
2019-04-25,chokepoint6,Strait of Hormuz,10,12,2,2,46,26,72,275003,308400,7120,7998,1104716,598524,1703240,2019,4,25,14547,2612288.956283287,1507572.9562832871,0.5771080387784635,1,5,0,0.0,0.0,0.0,4142470.654464022
2019-04-26,chokepoint6,Strait of Hormuz,11,13,2,1,38,27,65,417498,599180,12171,464,1431885,1029314,2461199,2019,4,26,14548,2616890.6981807346,1185005.6981807346,0.45282964970778183,1,5,0,0.0,0.0,0.0,4142470.654464022
2019-04-27,chokepoint6,Strait of Hormuz,12,13,6,2,58,33,91,446979,339664,71857,0,2859488,858501,3717990,2019,4,27,14549,2696203.2385610063,0.0,0.0,0,0,0,0.0,0.0,0.0,
